tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;natureza_acidente;detalhe_endereco_acidente;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;vitimasfatais;DATA;num_semaforo;sentido_via;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;Protocolo
COLISÃO COM CICLISTA;FINALIZADA;;18:44:00;TORRE;RUA REAL DA TORRE;;CRUZAMENTO COM A RUA CONDE DE IRAJA SEMAFORO 106;;VEICULO X CICLISTA OBS:: VEICULO SE EVADIU DO LOCAL;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DONDE DE IRAJA;RUA REAL DA TORRE;;CRUZAMENTO COM A RUA CONDE DE IRAJA SEMAFORO 106;TORRE;;2018-07-17;;;;;;;;;;;;;;;;
COLISÃO;FINALIZADA;;07:44:00;SANTO AMARO;PTE DO LIMOEIRO;;SEMÁFORO 243;;COLISÃO SEM VITIMA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;PTE DO LIMOEIRO;;SEMÁFORO 243;SANTO AMARO;;2018-07-18;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;17:15:00;MADALENA;RUA BENFICA;;SEMAFORO 051, ESQUINA COM O BOMPREÇO;;MOTO E CICLISTA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;EST REMEDIOS;RUA BENFICA;;SEMAFORO 051, ESQUINA COM O BOMPREÇO;MADALENA;;2018-07-19;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;21:52:00;AFOGADOS;LARGO DA PAZ;;E/F A POLICLÍNICA AGAMENON MAGALHÃES;;ENTRE MOTO E BICICLETA. C/V;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;LARGO DA PAZ;;E/F A POLICLÍNICA AGAMENON MAGALHÃES;AFOGADOS;;2018-07-27;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:11:00;VASCO DA GAMA;RUA ALTO DO EUCALIPTO;202;PROXIMO AO SUPERMECADO RENDE MAIS;;COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA ALTO DO EUCALIPTO;202;PROXIMO AO SUPERMECADO RENDE MAIS;VASCO DA GAMA;;2018-07-29;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;11:33:00;AFOGADOS;RUA SAO MIGUEL;;AO LADO DA IGREJA DA SÉ, PROX. A MATERNIDADE BANDEIRA FILHO;;ONIBUS E CILISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA SAO MIGUEL;;AO LADO DA IGREJA DA SÉ, PROX. A MATERNIDADE BANDEIRA FILHO;AFOGADOS;;2018-07-31;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:31:00;SAN MARTIN;AV GENERAL SAN MARTIN;;PROX. A PRAÇA DE SAN MARTIN;;O PEDESTRE ESTAVA DE BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV GENERAL SAN MARTIN;;PROX. A PRAÇA DE SAN MARTIN;SAN MARTIN;;2018-07-31;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:27:00;ESTÂNCIA;RUA JOAO TEIXEIRA;137;PROX. AO COLEGIO VISÃO, SENTIDO CIDADE;;COLISÃO COM VITIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA JOAO TEIXEIRA;137;PROX. AO COLEGIO VISÃO, SENTIDO CIDADE;ESTÂNCIA;;2018-08-02;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;16:09:00;AFOGADOS;EST DOS REMEDIOS;1030;E/F A TRASPORTADORA PONTUAL;;CICLISTA COLIDIU COM ALTO;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;EST DOS REMEDIOS;1030;E/F A TRASPORTADORA PONTUAL;AFOGADOS;;2018-08-06;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:07:00;VÁRZEA;RUA VALE DO SIRIJI;2050;CRUZAMENTO COM A RUA RODRIGO DELAMARE;;COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DODRIGO DELAMARE;RUA VALE DO SIRIJI;2050;CRUZAMENTO COM A RUA RODRIGO DELAMARE;VÁRZEA;;2018-08-07;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;16:11:00;BOA VIAGEM;RUA PADRE CARAPUCEIRO;;EM FRENTE A GALERIA SANTO ANTONIO;;SEM VÍTIMA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA PADRE CARAPUCEIRO;;EM FRENTE A GALERIA SANTO ANTONIO;BOA VIAGEM;;2018-08-10;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;17:43:00;PINA;AV ANTONIO DE GOES;195;ANTES DA POLICIA FEDERAL, SENTIDO CABANGA;;COLISÃO SEM VITIMA, ENVOLVENDO DOIS AUTOS E UM CICLISTA;2.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV ANTONIO DE GOES;195;ANTES DA POLICIA FEDERAL, SENTIDO CABANGA;PINA;;2018-08-11;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;;18:19:00;ESPINHEIRO;RUA CONS PORTELA;1716;COM A JOÃO DE BARROS / APÓS O CARTÓRIO;;AUTO E CICLISTA. C/V;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;AV JOAO DE BARROS;RUA CONS PORTELA;1716;COM A JOÃO DE BARROS / APÓS O CARTÓRIO;ESPINHEIRO;;2018-08-15;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:21:00;BOA VISTA;RUA JOAO FERNANDES VIEIRA;356;RUA DO POSTTO SHELL;;CICLISTA E AUTO;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA JOAO FERNANDES VIEIRA;356;RUA DO POSTTO SHELL;BOA VISTA;;2018-08-17;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;17:53:00;TORRÕES;AV CAXANGA;;C /RUA INÁCIO MONTEIRO;;MOTOCICLETA E BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;;C /RUA INÁCIO MONTEIRO;TORRÕES;;2018-08-20;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;18:40:00;ENCRUZILHADA;EST DE BELEM;40;PROX AO EDF SAO PEDRO E ACADEMIA HI;;VOYAGE X BICICLETA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;EST DE BELEM;40;PROX AO EDF SAO PEDRO E ACADEMIA HI;ENCRUZILHADA;;2018-08-24;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;16:28:00;SÃO JOSÉ;RUA SAO JOAO;;LADO OPOSTO AO FORTE CINCO PONTAS;;CICLISTA E MOTO;;1.0;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA SAO JOAO;;LADO OPOSTO AO FORTE CINCO PONTAS;SÃO JOSÉ;;2018-08-28;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:21:00;CASA AMARELA;EST DO ARRAIAL;;EM FRENTE AO COLEGIO ESTADUAL DON VITAL;;COM UMA VITMA,GM NO LOCAL;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;EST DO ARRAIAL;;EM FRENTE AO COLEGIO ESTADUAL DON VITAL;CASA AMARELA;;2018-08-31;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;06:07:00;TOTÓ;AV LIBERDADE;;EM FRENTE AO PARQUE DAS FLORES;;COLISÃO ENTRE CICLISTA E ONIBUS VITIMA A ESPERA DO SAMU;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV LIBERDADE;;EM FRENTE AO PARQUE DAS FLORES;TOTÓ;;2018-09-04;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:53:00;SANCHO;AV LIBERDADE;792;NA ENTRADA DA DESCIDA DO SOBE DESCE EM FRENTE A CAPOTARIA SL;;COM UMA VITIMA,SAMU ACIONADO;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV LIBERDADE;792;NA ENTRADA DA DESCIDA DO SOBE DESCE EM FRENTE A CAPOTARIA SL;SANCHO;;2018-09-04;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;08:01:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F AEROPORTO S/T CID;;CAMINHAO COLIDIU COM UM CILCLISTA S/V;;;;1.0;;;1.0;;;0.0;SEM VÍTIMA;;AV MARECHAL MASCARENHAS DE MORAES;;E/F AEROPORTO S/T CID;IMBIRIBEIRA;;2018-09-05;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;;12:49:00;IPUTINGA;AV CAXANGA;;ESQUINA COM O CANAL DO CAVOCO,SENT/ CIDADE;;SEM VITIMAS;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV CAXANGA;;ESQUINA COM O CANAL DO CAVOCO,SENT/ CIDADE;IPUTINGA;;2018-09-05;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;19:19:00;CAXANGÁ;AV CAXANGA;;E/F AO TÚNEL DA ABOLIÇÃO, SNT CIDADE / SEMÁFORO 257;;AUTO PASSEIO ENTRE CICLISTA. C/V ** VT 12 NO LOCAL;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;;E/F AO TÚNEL DA ABOLIÇÃO, SNT CIDADE / SEMÁFORO 257;CAXANGÁ;;2018-09-05;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;08:25:00;CASA FORTE;EST DAS UBAIAS,;;COM AV DEZESSETE DE AGOSTO;;VEÍCULO PLACA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;AV DEZESSETE DE AGOSTO;EST DAS UBAIAS,;;COM AV DEZESSETE DE AGOSTO;CASA FORTE;;2018-09-06;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;15:53:00;VASCO DA GAMA;RUA CROMINIA;;EM FRENTE A MATERNIDADE BARROS LIMA/ESQUINA com a av norte;;SEM VITIMAS,CTTU NO LOCAL VT 08;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;AV NORTE;RUA CROMINIA;;EM FRENTE A MATERNIDADE BARROS LIMA/ESQUINA com a av norte;VASCO DA GAMA;;2018-09-07;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;11:42:00;ARRUDA;RUA DAS MOCAS;951;COM A RUA DA REGENERAÇÃO, PROX. A QUERO MAIS COMEDORIA;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA DA REGENERACAO;RUA DAS MOCAS;951;COM A RUA DA REGENERAÇÃO, PROX. A QUERO MAIS COMEDORIA;ARRUDA;;2018-09-10;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;12:39:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;NA ALÇA QUE DAR NO AEROPORTO;;O VEÍCULO SE EVADIU E NÃO CONSEGUIRAM PEGAR A PLACA DO AUTOMÓVEL. O ESTADO DO CICLISTA: POSSÍVEL FRATURA DOS MEMBROS INFERIORES.- SAMU E BOMBEIROS ACIONADOS;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV MARECHAL MASCARENHAS DE MORAES;;NA ALÇA QUE DAR NO AEROPORTO;IMBIRIBEIRA;;2018-09-12;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:16:00;TORRE;RUA FLORIANO FRANCISCO DE OLIVEIRA;;AO LADO DO GALLETO´S DELIVERY/ POR TRÁS DO ATACADO DOS PRESENTES;;COLISÃO SEM VÍTIMA;1.0;;;2.0;;;;;;0.0;SEM VÍTIMA;;RUA FLORIANO FRANCISCO DE OLIVEIRA;;AO LADO DO GALLETO´S DELIVERY/ POR TRÁS DO ATACADO DOS PRESENTES;TORRE;;2018-09-12;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;;08:28:00;CASA AMARELA;EST DO ARRAIAL;3140;ESQUINA COM RUA FERREIRA LOPES, PROX. AO SITIO DA TRINDADE;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;RUA FERREIRA LOPES;EST DO ARRAIAL;3140;ESQUINA COM RUA FERREIRA LOPES, PROX. AO SITIO DA TRINDADE;CASA AMARELA;;2018-09-13;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;18:03:00;JOANA BEZERRA;AV BEIRA RIO;;APÓS O FORUM DE JOANA BEZERRA / E/F AO CAMPO DA BEIRA RIO / AO LADO DA ACADEMIA DA CIDADE;;MOTO X CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV BEIRA RIO;;APÓS O FORUM DE JOANA BEZERRA / E/F AO CAMPO DA BEIRA RIO / AO LADO DA ACADEMIA DA CIDADE;JOANA BEZERRA;;2018-09-13;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;18:24:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;JUNTO AO MURO DO AEROPORTO, SENTIDO JABOATÃO ( NO FINAL DO MURO);;ATROPELAMENTO A UM CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV MARECHAL MASCARENHAS DE MORAES;;JUNTO AO MURO DO AEROPORTO, SENTIDO JABOATÃO ( NO FINAL DO MURO);IMBIRIBEIRA;;2018-09-14;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;20:25:00;AFOGADOS;RUA VINTE E UM DE ABRIL;122;PROX A MASTERBOI // E FABRICA DA PIPOCA;;FOX X CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA VINTE E UM DE ABRIL;122;PROX A MASTERBOI // E FABRICA DA PIPOCA;AFOGADOS;;2018-09-15;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;;09:20:00;CASA AMARELA;RUA SEMPRE VIVA;146;RUA DA CAIXA ECONOMICA DE CASA AMARELA;;COM UMA VITIMA JÁ SOCORRIDA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA SEMPRE VIVA;146;RUA DA CAIXA ECONOMICA DE CASA AMARELA;CASA AMARELA;;2018-09-19;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;09:26:00;NOVA DESCOBERTA;AV VEREADOR OTACILIO AZEVEDO;;EM FRENTE A UPA DE NOVA DESCOBERTA;;COLISÃO COM VITIMA A ESPERA DO SAMU;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV VEREADOR OTACILIO AZEVEDO;;EM FRENTE A UPA DE NOVA DESCOBERTA;NOVA DESCOBERTA;;2018-09-20;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:09:00;FUNDÃO;AV BEBERIBE;3494;PROX. AO POSTO BR;;ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV BEBERIBE;3494;PROX. AO POSTO BR;FUNDÃO;;2018-09-25;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;08:13:00;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;236;HA 30 METROS DO MERCADINHO COMPRE MAIS;;COM UMA VITIMA AGUARDANDO O SAMU;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA BOMBA DO HEMETERIO;236;HA 30 METROS DO MERCADINHO COMPRE MAIS;BOMBA DO HEMETÉRIO;;2018-09-26;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;11:01:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;EM FRENTE A ACADEMIA CRUBE DEZESSETE/PRAÇA DO MONTEIRO;;SEM VITIMAS;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV DEZESSETE DE AGOSTO;;EM FRENTE A ACADEMIA CRUBE DEZESSETE/PRAÇA DO MONTEIRO;CASA FORTE;;2018-09-26;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;07:41:00;BAIRRO DO RECIFE;CAIS DO APOLO;;EM FRENTE A PREFEITURA;;ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;CAIS DO APOLO;;EM FRENTE A PREFEITURA;BAIRRO DO RECIFE;;2018-09-27;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;12:08:00;SAN MARTIN;RUA VINTE E UM DE ABRIL;2225;EM FRENTE A MULTILAR;;COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA VINTE E UM DE ABRIL;2225;EM FRENTE A MULTILAR;SAN MARTIN;;2018-09-29;;;;;;;;;;;;;;;;
ACID. DE PERCURSO;FINALIZADA;;16:04:00;CAXANGÁ;AV CAXANGA;2368;APOS O PARQUE DE EXPOSIÇÕES;;QUEDA DE CICLISTA NA VIA- PASSOU MAL;;;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;2368;APOS O PARQUE DE EXPOSIÇÕES;CAXANGÁ;;2018-10-01;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;16:07:00;AFOGADOS;RUA BENFICA;;COM ESTRADA DOS REMÉDIOS;;COLISÃO AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;EST DOS REMEDIOS;RUA BENFICA;;COM ESTRADA DOS REMÉDIOS;AFOGADOS;;2018-10-03;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;08:35:00;SANTO ANTÔNIO;AV GUARARAPES;;COM DANTAS BARRETO;;ATROPELAMENTO ENTRE ÔNIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;AV DANTAS BARRETO;AV GUARARAPES;;COM DANTAS BARRETO;SANTO ANTÔNIO;;2018-10-07;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;16:29:00;AFOGADOS;RUA SAO MIGUEL;426;PROX AO BANCO DO BRASIL;;COLISAO ENTRE ONIBUS , AUTO E UM CICLISTA COM UMA VITIMA;1.0;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA SAO MIGUEL;426;PROX AO BANCO DO BRASIL;AFOGADOS;;2018-10-08;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:27:00;SANTO AMARO;AV NORTE;;EM FRENTE A IGREJA SAO SEBASTIAO;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV NORTE;;EM FRENTE A IGREJA SAO SEBASTIAO;SANTO AMARO;;2018-10-09;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;17:27:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;S/N;C/ ESTRADA DOS REMÉDIOS (FORTURIA);;COLISÃO ENVOLVENDO AUTO E BICICLETA COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;EST DOS REMEDIOS;AV ENGENHEIRO ABDIAS DE CARVALHO;S/N;C/ ESTRADA DOS REMÉDIOS (FORTURIA);MADALENA;;2018-10-09;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;19:24:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;ENF A LOJA DA TROLLE ( JEEP) SENTIDO AEROPORTO;;MOTO X CLASSIC X CICLISTA;1.0;1.0;;1.0;;;;;;0.0;SEM VÍTIMA;;AV MARECHAL MASCARENHAS DE MORAES;;ENF A LOJA DA TROLLE ( JEEP) SENTIDO AEROPORTO;IMBIRIBEIRA;;2018-10-11;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;14:03:00;SÃO JOSÉ;AV DANTAS BARRETO;;SENT/AFOGADOS AO LADO DO CAMELODROMO;;COM DUAS VITIMAS,UMA SOCORRIDA PELO SAMU,E A OUTRA AGUARDANDO SOCORRO;;;;1.0;;1.0;;;;2.0;COM VÍTIMA;;AV DANTAS BARRETO;;SENT/AFOGADOS AO LADO DO CAMELODROMO;SÃO JOSÉ;;2018-10-16;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;10:37:00;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;135;AO LADO DO DEPÓSITO EDVALDO BEBIDAS E PADARIA DA BOMBA;;MOTO X CICLISTA - VT 04 NO QTH.;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;RUA BOMBA DO HEMETERIO;135;AO LADO DO DEPÓSITO EDVALDO BEBIDAS E PADARIA DA BOMBA;BOMBA DO HEMETÉRIO;;2018-10-19;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;08:33:00;BOA VIAGEM;RUA GENERAL SALGADO;;CRUZ COM A RUA BISPO CARDOSO AYRES EM FRENTE AO EDIFICIO CHATON;;AUTO CICLISTA VITIMAS SOCORRIDAS PELO SAMU;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;RUA BISPO CARDOSO AYRES;RUA GENERAL SALGADO;;CRUZ COM A RUA BISPO CARDOSO AYRES EM FRENTE AO EDIFICIO CHATON;BOA VIAGEM;;2018-10-20;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;20:41:00;CASA AMARELA;AV NORTE;;PROX A FARMACIA PAGUE MENOS;;CAMINHAO GUINCHO X CICLISTA;;;;1.0;;;1.0;;;1.0;COM VÍTIMA;COR DO BARTOLOMEU;AV NORTE;;PROX A FARMACIA PAGUE MENOS;CASA AMARELA;;2018-10-22;;CID/SUB;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;07:47:00;AFOGADOS;RUA VINTE E UM DE ABRIL;1077;EM FRENTE A PADARIA IPIRANGA;;VITIMAS AGUARDANDO SAMU;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;RUA VINTE E UM DE ABRIL;1077;EM FRENTE A PADARIA IPIRANGA;AFOGADOS;;2018-10-23;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;17:56:00;AREIAS;AV RECIFE;1015;LADO OPOSTO À EMLURB;;COLISÃO ENTRE AUTO E CICLISTA;1.0;;;1.0;;;;;;2.0;COM VÍTIMA;;AV RECIFE;1015;LADO OPOSTO À EMLURB;AREIAS;;2018-10-23;;CID/SUB;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;;10:55:00;ROSARINHO;AV NORTE;3015;EM FRENTE A PADARIA ROSARINHO;;VT 31 NO QTH CILISTA E AUTO;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV NORTE;3015;EM FRENTE A PADARIA ROSARINHO;ROSARINHO;;2018-10-24;;SUB/CID;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;12:32:00;BOA VISTA;AV CONDE DA BOA VISTA;;EM CIMA DA PONTE DUARTE COELHO, SENTIDO CENTRO;;OINIBUS E CICLISTA C/V;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV CONDE DA BOA VISTA;;EM CIMA DA PONTE DUARTE COELHO, SENTIDO CENTRO;BOA VISTA;;2018-10-24;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;;11:54:00;ESPINHEIRO;AV NORTE;;EM FRENTE AO CENTRO DA JUVENTUDE;;VEÍCULO COLIDIU COM BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV NORTE;;EM FRENTE AO CENTRO DA JUVENTUDE;ESPINHEIRO;;2018-10-25;;SUB/CID;Longo da via;Bom;Com defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R6A e R6B;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;;18:02:00;TAMARINEIRA;AV NORTE;4014;PROX AGILIZE PROX AO ANTIGO HOTEL VIA NORTE;;ONIBUS PEDROSA X CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;RUA MARIO BHERING;AV NORTE;4014;PROX AGILIZE PROX AO ANTIGO HOTEL VIA NORTE;TAMARINEIRA;;2018-10-25;;CID/SUB;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;FAIXA;;;
COLISÃO COM CICLISTA;FINALIZADA;;09:04:00;CORDEIRO;AV CAXANGA;;SENTIDO SUBÚRBIO /CIDADE, EM FRENTE A ACADEMIA DA CIDADE;;A AGENTE INFORMOU QUE O VEÍCULO EVADIU-SE DO LOCAL, O PÉRITO INFORMOU QUE O IC, NÃO IRIA AO LOCAL;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;;SENTIDO SUBÚRBIO /CIDADE, EM FRENTE A ACADEMIA DA CIDADE;CORDEIRO;;2018-10-26;;SUB/CID;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;;R6A;;Única;Faixa seccionada;;;
COLISÃO COM CICLISTA;FINALIZADA;;18:05:00;VÁRZEA;AV PROFESSOR ARTUR DE SA;1182;AO LADO DA UFPE;;MOTO E CICLISTA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;AV DOS ECONOMISTAS;AV PROFESSOR ARTUR DE SA;1182;AO LADO DA UFPE;VÁRZEA;;2018-10-29;;;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;FAIXA;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:30:00;ROSARINHO;AV NORTE;;;;COLISÃO ENTRE DOIS CAMINHÕES E UM CICLISTA.;;;;1.0;;;2.0;;;1.0;COM VÍTIMA;AV JOAO DE BARROS;AV NORTE;;;ROSARINHO;;2018-10-26;43.0;CID/SUB;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;;;Dupla;Canteiro central;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:31:00;ÁGUA FRIA;AV BEBERIBE;2595;EM FENTE À ESCOLA PROF. PEDRO AUGUSTO;;ÔNIBUS X CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV BEBERIBE;2595;EM FENTE À ESCOLA PROF. PEDRO AUGUSTO;ÁGUA FRIA;;2018-11-03;;CIDADE;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;FAIXA;;;
COLISÃO COM CICLISTA;FINALIZADA;;13:40:00;TAMARINEIRA;AV PROFESSOR JOSE DOS ANJOS;4200;ENF AO HOTEL NEXOS;;MOTO X CICLISTA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;RUA CABO ARAGAO;AV PROFESSOR JOSE DOS ANJOS;4200;ENF AO HOTEL NEXOS;TAMARINEIRA;;2018-11-04;;CIDADE;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Única;Faixa seccionada;;;
